5.3936 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
24.2951 	EXP 	Created imageA = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='imageA', opacity=1.0, ori=0.0, pos=array([-0.35,  0.2 ]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
24.2997 	EXP 	Created imageB = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='imageB', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
24.3041 	EXP 	Created imageC = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='imageC', opacity=1.0, ori=0.0, pos=array([0.35, 0.2 ]), size=array([0.3, 0.3]), texRes=128.0, units='height', win=Window(...))
24.3210 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0.  , 0.45]), rgb=UNKNOWN, text='Press RETURN to continue', units='height', win=Window(...), wrapWidth=1)
24.3260 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
24.3457 	EXP 	textbox_resp: autoLog = True
24.3457 	EXP 	text: autoDraw = True
28.3490 	EXP 	text: autoDraw = False
28.3490 	EXP 	text_2: autoDraw = True
52.6458 	EXP 	Imported landmark_stims_NameGen.xlsx as conditions, 4 conditions, 3 params
52.6473 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
52.6477 	EXP 	New trial (rep=0, index=0): {'landmark_imagesA': 'images_NG/Landmark4.png', 'landmark_imagesB': 'images_NG/Landmark8.png', 'landmark_imagesC': 'images_NG/Landmark12.png'}
52.8281 	DATA 	Keypress: space
52.8533 	EXP 	text_2: autoDraw = False
52.8533 	EXP 	imageA: image = 'images_NG/Landmark4.png'
52.8533 	EXP 	imageB: image = 'images_NG/Landmark8.png'
52.8533 	EXP 	imageC: image = 'images_NG/Landmark12.png'
52.8533 	EXP 	imageA: autoDraw = True
52.8533 	EXP 	imageB: autoDraw = True
52.8533 	EXP 	imageC: autoDraw = True
52.8533 	EXP 	textbox_resp: autoDraw = True
52.8533 	EXP 	text_4: autoDraw = True
56.8716 	DATA 	Keypress: b
56.9497 	DATA 	Keypress: r
57.0515 	DATA 	Keypress: o
57.1723 	DATA 	Keypress: w
57.2923 	DATA 	Keypress: n
57.8282 	DATA 	Keypress: space
58.5152 	DATA 	Keypress: b
58.6324 	DATA 	Keypress: a
58.7875 	DATA 	Keypress: s
58.9278 	DATA 	Keypress: k
59.1311 	DATA 	Keypress: e
59.3765 	DATA 	Keypress: t
59.6375 	EXP 	New trial (rep=0, index=1): {'landmark_imagesA': 'images_NG/Landmark3.png', 'landmark_imagesB': 'images_NG/Landmark7.png', 'landmark_imagesC': 'images_NG/Landmark11.png'}
59.7040 	DATA 	Keypress: return
59.7189 	EXP 	imageA: autoDraw = False
59.7189 	EXP 	imageB: autoDraw = False
59.7189 	EXP 	imageC: autoDraw = False
59.7189 	EXP 	textbox_resp: autoDraw = False
59.7189 	EXP 	text_4: autoDraw = False
59.7189 	EXP 	imageA: image = 'images_NG/Landmark3.png'
59.7189 	EXP 	imageB: image = 'images_NG/Landmark7.png'
59.7189 	EXP 	imageC: image = 'images_NG/Landmark11.png'
59.7189 	EXP 	imageA: autoDraw = True
59.7189 	EXP 	imageB: autoDraw = True
59.7189 	EXP 	imageC: autoDraw = True
59.7189 	EXP 	textbox_resp: autoDraw = True
59.7189 	EXP 	text_4: autoDraw = True
63.7289 	DATA 	Keypress: w
63.8648 	DATA 	Keypress: i
63.9863 	DATA 	Keypress: c
64.0776 	DATA 	Keypress: k
64.2118 	DATA 	Keypress: e
64.3023 	DATA 	Keypress: r
64.4139 	DATA 	Keypress: space
65.6043 	DATA 	Keypress: b
65.7603 	DATA 	Keypress: a
65.9598 	DATA 	Keypress: s
66.0548 	DATA 	Keypress: k
66.1901 	DATA 	Keypress: e
66.4059 	DATA 	Keypress: t
66.6082 	EXP 	New trial (rep=0, index=2): {'landmark_imagesA': 'images_NG/Landmark2.png', 'landmark_imagesB': 'images_NG/Landmark6.png', 'landmark_imagesC': 'images_NG/Landmark10.png'}
66.6490 	DATA 	Keypress: return
66.6629 	EXP 	imageA: autoDraw = False
66.6629 	EXP 	imageB: autoDraw = False
66.6629 	EXP 	imageC: autoDraw = False
66.6629 	EXP 	textbox_resp: autoDraw = False
66.6629 	EXP 	text_4: autoDraw = False
66.6629 	EXP 	imageA: image = 'images_NG/Landmark2.png'
66.6629 	EXP 	imageB: image = 'images_NG/Landmark6.png'
66.6629 	EXP 	imageC: image = 'images_NG/Landmark10.png'
66.6629 	EXP 	imageA: autoDraw = True
66.6629 	EXP 	imageB: autoDraw = True
66.6629 	EXP 	imageC: autoDraw = True
66.6629 	EXP 	textbox_resp: autoDraw = True
66.6629 	EXP 	text_4: autoDraw = True
77.1037 	DATA 	Keypress: s
77.3492 	DATA 	Keypress: t
77.4003 	DATA 	Keypress: o
77.5338 	DATA 	Keypress: n
77.5840 	DATA 	Keypress: e
77.7355 	DATA 	Keypress: space
78.4891 	DATA 	Keypress: b
78.6267 	DATA 	Keypress: a
78.7909 	DATA 	Keypress: s
78.8742 	DATA 	Keypress: k
79.1404 	DATA 	Keypress: e
79.2852 	DATA 	Keypress: t
79.7506 	EXP 	New trial (rep=0, index=3): {'landmark_imagesA': 'images_NG/Landmark1.png', 'landmark_imagesB': 'images_NG/Landmark5.png', 'landmark_imagesC': 'images_NG/Landmark9.png'}
79.8770 	DATA 	Keypress: return
79.8921 	EXP 	imageA: autoDraw = False
79.8921 	EXP 	imageB: autoDraw = False
79.8921 	EXP 	imageC: autoDraw = False
79.8921 	EXP 	textbox_resp: autoDraw = False
79.8921 	EXP 	text_4: autoDraw = False
79.8921 	EXP 	imageA: image = 'images_NG/Landmark1.png'
79.8921 	EXP 	imageB: image = 'images_NG/Landmark5.png'
79.8921 	EXP 	imageC: image = 'images_NG/Landmark9.png'
79.8921 	EXP 	imageA: autoDraw = True
79.8921 	EXP 	imageB: autoDraw = True
79.8921 	EXP 	imageC: autoDraw = True
79.8921 	EXP 	textbox_resp: autoDraw = True
79.8921 	EXP 	text_4: autoDraw = True
85.0882 	DATA 	Keypress: w
85.3129 	DATA 	Keypress: i
85.3991 	DATA 	Keypress: r
85.5932 	DATA 	Keypress: e
85.7467 	DATA 	Keypress: space
86.4426 	DATA 	Keypress: b
86.5304 	DATA 	Keypress: a
86.6985 	DATA 	Keypress: s
86.7620 	DATA 	Keypress: k
86.9327 	DATA 	Keypress: e
87.1193 	DATA 	Keypress: t
87.3482 	DATA 	Keypress: return
87.3598 	EXP 	imageA: autoDraw = False
87.3598 	EXP 	imageB: autoDraw = False
87.3598 	EXP 	imageC: autoDraw = False
87.3598 	EXP 	textbox_resp: autoDraw = False
87.3598 	EXP 	text_4: autoDraw = False
87.3598 	EXP 	text_3: autoDraw = True
91.3770 	EXP 	text_3: autoDraw = False
91.9242 	EXP 	window1: mouseVisible = True
